,Unnamed: 0,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_imgs,num_videos,average_token_length,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_sentiment_polarity
1156,1156,11,540,0.4907407407407407,0.5833333333333334,206,130,3,0,4.981481481481482,1,0,0,0,0,0,0,0,0.433080808080808,0.1831649831649832,0.9396825396825396,0.0603174603174603,0.9396825396825396,0.0603174603174603,0.1447105114470575,0.3233333333333333,0.0112882517152848,-0.0923054070112893,0.0,0.0,0.0
1157,1157,9,40,0.875,0.55,21,125,3,0,4.325,0,0,0,0,0,0,1,1,0.2,0.05,0.6363636363636364,0.2727272727272727,0.7,0.3,0.1889480602106911,0.5050925925925925,0.0018725307334908,-0.0726190476190476,0.8500000000000001,0.7,0.7
1158,1158,11,635,0.5291338582677165,0.5763779527559055,267,133,4,0,4.703937007874016,0,0,0,0,0,0,1,1,0.4957451477094333,0.0995555040197897,0.9262295081967212,0.0737704918032786,0.9262295081967212,0.0737704918032786,0.1326586448098841,0.5050925925925925,0.0016724580803221,-0.1531746031746031,0.0,0.0,0.0
1159,1159,8,219,0.684931506849315,0.5981735159817352,113,125,3,0,4.65296803652968,0,0,0,0,0,0,1,1,0.5,0.0500244379276637,0.8702290076335878,0.1297709923664122,0.8702290076335878,0.1297709923664122,0.1351834927568896,0.59375,-0.0324693705874971,-0.1583333333333333,0.4333333333333333,0.1666666666666666,0.1666666666666666
1160,1160,6,110,0.6727272727272727,0.5636363636363636,49,127,3,0,4.3,0,0,0,0,0,0,1,1,0.4434343434343433,0.153030303030303,0.9838709677419356,0.0161290322580645,0.9838709677419356,0.0161290322580645,0.1827553651713196,0.3233333333333333,0.029040404040404,0.029040404040404,0.5,0.5,0.5
1161,1161,6,221,0.6470588235294118,0.5384615384615384,99,128,3,0,4.773755656108597,0,0,0,0,0,0,1,1,0.5451426024955437,0.2170231729055258,0.957983193277311,0.042016806722689,0.957983193277311,0.042016806722689,0.1521795565530584,0.3233333333333333,0.0161008700006978,0.0010529401154401,0.0,0.0,0.0
1162,1162,8,347,0.5878962536023055,0.5446685878962536,149,130,6,0,4.706051873198847,0,0,0,0,0,0,1,1,0.6115865800865802,0.0944545454545454,0.8677248677248677,0.1322751322751322,0.8677248677248677,0.1322751322751322,0.1405210549643326,0.3233333333333333,0.0242643686868686,-0.0291666666666666,0.3333333333333333,0.0,0.0
1163,1163,9,93,0.7849462365591398,0.5376344086021505,49,129,3,0,4.419354838709677,0,0,0,0,0,0,1,1,0.5919642857142857,0.2122767857142857,0.9,0.1,0.9,0.1,0.1437655900551012,0.3233333333333333,-0.0097988059830165,-0.0726190476190476,0.3,1.0,1.0
1164,1164,8,161,0.6086956521739131,0.5714285714285714,68,128,3,0,4.658385093167702,1,0,0,0,0,0,0,0,0.5334351922587216,0.1550165520753756,0.8913043478260869,0.108695652173913,0.8913043478260869,0.108695652173913,0.1673952288174628,0.3233333333333333,0.0339437754740386,0.0068611111111111,0.5,0.2,0.2
1165,1165,7,136,0.7867647058823529,0.6102941176470589,75,128,3,0,4.897058823529412,1,0,0,0,0,0,0,0,0.5047619047619047,0.0928571428571428,0.9036144578313252,0.0963855421686747,0.9036144578313252,0.0963855421686747,0.1474470291256832,0.3233333333333333,0.0260774392994461,-0.0428571428571428,0.0,0.0,0.0
1166,1166,8,251,0.649402390438247,0.6932270916334662,134,138,3,0,5.402390438247012,1,0,0,0,0,0,0,0,0.3394017094017094,-0.0541452991452991,0.7068965517241379,0.293103448275862,0.7068965517241379,0.293103448275862,0.1297193291901783,0.3233333333333333,-0.0122639492978725,-0.0923054070112893,0.4,-0.4,0.4
1167,1167,8,217,0.631336405529954,0.6175115207373272,104,132,3,0,4.95852534562212,1,0,0,0,0,0,0,0,0.347041847041847,0.0803030303030303,0.8582089552238806,0.1417910447761194,0.8582089552238806,0.1417910447761194,0.1386781743969169,0.3233333333333333,-0.0633821891329631,-0.3594696969696969,0.0,0.0,0.0
1168,1168,10,217,0.6221198156682027,0.576036866359447,102,132,4,0,4.8663594470046085,1,0,0,0,0,0,0,0,0.3861528822055138,0.1656641604010025,0.92,0.072,0.9274193548387096,0.0725806451612903,0.1481239975208139,0.3233333333333333,0.0100520635558706,-0.0923054070112893,0.0,0.0,0.0
1169,1169,6,232,0.6637931034482759,0.5905172413793104,118,134,5,0,4.396551724137931,0,1,0,0,0,0,0,0,0.3711538461538461,0.03125,0.8394160583941606,0.1605839416058394,0.8394160583941606,0.1605839416058394,0.1578774451601952,0.5050925925925925,0.025884434168525,-0.0726190476190476,0.0,0.0,0.0
1170,1170,12,235,0.6893617021276596,0.6425531914893617,125,129,3,0,4.859574468085106,0,1,0,0,0,0,0,0,0.4152777777777777,-0.0145833333333333,0.7947019867549668,0.2052980132450331,0.7947019867549668,0.2052980132450331,0.1607257368169659,0.540530303030303,-0.004305731933101,-0.1173333333333333,0.0,0.0,0.0
1171,1171,7,200,0.745,0.605,109,127,3,0,5.125,1,0,0,0,0,0,0,0,0.3531884057971015,0.1810144927536232,0.8842975206611571,0.1157024793388429,0.8842975206611571,0.1157024793388429,0.1607517046051365,0.3470588235294118,-0.0119723538287303,-0.1524475524475524,0.2,0.2,0.2
1172,1172,8,240,0.6833333333333333,0.65,131,130,3,0,5.4375,1,0,0,0,0,0,0,0,0.4044444444444444,0.0455555555555555,0.6474358974358975,0.3525641025641026,0.6474358974358975,0.3525641025641026,0.1484373971834685,0.4107142857142856,0.02866058359426,-0.1045698924731182,0.0,0.0,0.0
1173,1173,13,322,0.5527950310559007,0.5527950310559007,130,128,3,0,4.503105590062112,1,0,0,0,0,0,0,0,0.4498975934459805,0.1750256016385048,0.8651685393258427,0.1348314606741573,0.8651685393258427,0.1348314606741573,0.1583814586388466,0.4107142857142856,-0.000182070566021,-0.0923054070112893,0.45,0.3,0.3
1174,1174,5,189,0.671957671957672,0.6084656084656085,92,133,3,0,4.962962962962963,1,0,0,0,0,0,0,0,0.4740675990675991,0.1069638694638694,0.9391304347826088,0.0608695652173913,0.9391304347826088,0.0608695652173913,0.1525805545760623,0.4107142857142856,0.0057747549919945,-0.04375,1.0,0.0,0.0
1175,1175,6,138,0.7101449275362319,0.5797101449275363,69,125,3,0,4.963768115942029,1,0,0,0,0,0,0,0,0.5033080808080808,0.2037265512265512,0.8875,0.1125,0.8875,0.1125,0.1609050263943579,0.3233333333333333,0.0057098532671237,-0.0726190476190476,0.0,0.0,0.0
1176,1176,9,101,0.7227722772277227,0.5247524752475248,48,127,6,0,4.831683168316832,1,0,0,0,0,0,0,0,0.6607142857142857,0.0880952380952381,0.9056603773584906,0.0943396226415094,0.9056603773584906,0.0943396226415094,0.1419812237154545,0.3470588235294118,-0.0163263064047978,-0.0923054070112893,0.0,0.0,0.0
1177,1177,8,212,0.6273584905660378,0.5566037735849056,98,125,3,0,5.014150943396227,1,0,0,0,0,0,0,0,0.274561403508772,-0.0105263157894736,0.7457627118644068,0.2542372881355932,0.7457627118644068,0.2542372881355932,0.1423427656283527,0.3233333333333333,0.0017757889971512,-0.0923054070112893,0.4,-0.4,0.4
1178,1178,7,198,0.6060606060606061,0.6565656565656566,92,128,3,0,6.585858585858586,1,0,0,0,0,0,0,0,0.3677789256198347,0.0275723140495867,0.6461538461538462,0.3538461538461538,0.6461538461538462,0.3538461538461538,0.1281643067094968,0.3233333333333333,0.0120089529872325,-0.0923054070112893,0.5,0.5,0.5
1179,1179,5,1480,0.4054054054054054,0.5506756756756757,513,138,4,0,5.050675675675675,1,0,0,0,0,0,0,0,0.4586092107297466,0.2205212198515771,0.9533742331288344,0.0466257668711656,0.9533742331288344,0.0466257668711656,0.154615298735652,0.5050925925925925,-0.0044636824706292,-0.1583333333333333,0.125,0.0,0.0
1180,1180,6,225,0.6355555555555555,0.6133333333333333,107,130,3,0,5.431111111111111,1,0,0,0,0,0,0,0,0.5175757575757576,0.1986616161616161,0.9637681159420288,0.036231884057971,0.9637681159420288,0.036231884057971,0.162758132769958,0.3484051036682616,-0.016979833058323,-0.1045698924731182,0.0,0.0,0.0
1181,1181,9,723,0.5297372060857538,0.636237897648686,331,136,4,0,5.626556016597511,1,0,0,0,0,0,0,0,0.415249237401136,0.1602800153433064,0.9369565217391304,0.0630434782608695,0.9369565217391304,0.0630434782608695,0.1585303776774769,0.3874999999999999,-0.0007468659412713,-0.0923054070112893,0.5,0.5,0.5
1182,1182,7,300,0.61,0.5966666666666667,143,127,4,0,4.866666666666666,1,0,0,0,0,0,0,0,0.4950700748526836,0.1551648351648351,0.9273743016759776,0.0726256983240223,0.9273743016759776,0.0726256983240223,0.1544164043343204,0.3272727272727272,-0.00445230392466,-0.0726190476190476,0.0,0.0,0.0
1183,1183,9,616,0.5275974025974026,0.5795454545454546,260,131,3,0,4.795454545454546,1,0,0,0,0,0,0,0,0.3994224653946875,-0.0019196595585484,0.7591036414565826,0.2408963585434173,0.7591036414565826,0.2408963585434173,0.1511399344085912,0.5050925925925925,0.0022529787386614,-0.1045698924731182,1.0,-1.0,1.0
1184,1184,8,174,0.6379310344827587,0.5689655172413793,80,127,4,0,4.614942528735632,1,0,0,0,0,0,0,0,0.3287878787878787,0.1769696969696969,0.8888888888888888,0.1111111111111111,0.8888888888888888,0.1111111111111111,0.1686623552593764,0.3233333333333333,0.0164618631595722,-0.0923054070112893,0.0,0.0,0.0
1185,1185,10,309,0.6537216828478964,0.5889967637540453,152,130,6,0,4.961165048543689,1,0,0,0,0,0,0,0,0.5444932052074909,0.2374788703360131,0.9285714285714286,0.0714285714285714,0.9285714285714286,0.0714285714285714,0.1691884303120402,0.4591418385536032,-0.0286482701719523,-0.1594444444444444,0.4,0.8,0.8
1186,1186,6,88,0.8068181818181818,0.5681818181818182,45,125,3,0,5.125,0,1,0,0,0,0,0,0,0.4382575757575757,0.1477272727272727,0.84,0.16,0.84,0.16,0.1424288888736243,0.3128571428571428,0.0141499409681227,-0.0300669027941755,0.2888888888888889,-0.1555555555555555,0.1555555555555555
1187,1187,8,185,0.6810810810810811,0.5891891891891892,90,126,3,0,5.308108108108108,0,1,0,0,0,0,0,0,0.5088541666666667,0.134375,0.926605504587156,0.073394495412844,0.926605504587156,0.073394495412844,0.139035461622459,0.3272727272727272,0.0042682378726633,-0.0726190476190476,0.0,0.0,0.0
1188,1188,7,373,0.4825737265415549,0.5495978552278821,130,129,3,0,4.689008042895442,1,0,0,0,0,0,0,0,0.3792761251094584,0.1462782587782587,0.9219512195121952,0.0780487804878048,0.9219512195121952,0.0780487804878048,0.1530540700220282,0.5050925925925925,-0.0251724408110908,-0.1222222222222222,0.1,0.2,0.2
1189,1189,9,230,0.6652173913043479,0.6260869565217392,117,131,3,0,5.369565217391305,1,0,0,0,0,0,0,0,0.3772727272727273,0.034090909090909,0.8541666666666666,0.1458333333333333,0.8541666666666666,0.1458333333333333,0.1350282792743029,0.3233333333333333,0.0165936245987849,-0.0923054070112893,0.0,0.0,0.0
1190,1190,8,290,0.5620689655172414,0.5724137931034483,124,130,3,0,5.13448275862069,1,0,0,0,0,0,0,0,0.2695402298850574,0.0022988505747126,0.8132530120481928,0.1867469879518072,0.8132530120481928,0.1867469879518072,0.1441743071877326,0.540530303030303,0.0139714509298741,-0.1045698924731182,0.3333333333333333,0.25,0.25
1191,1191,10,459,0.5424836601307189,0.6013071895424836,191,131,3,0,5.023965141612201,1,0,0,0,0,0,0,0,0.4527619949494949,0.1540751262626262,0.8188405797101449,0.181159420289855,0.8188405797101449,0.181159420289855,0.1308048949482461,0.3233333333333333,0.0044135024338159,-0.3594696969696969,0.1,0.2,0.2
1192,1192,11,335,0.6059701492537314,0.5940298507462687,156,126,4,0,4.719402985074627,1,0,0,0,0,0,0,0,0.4066822066822067,0.1324640637140637,0.9597989949748744,0.0402010050251256,0.9597989949748744,0.0402010050251256,0.1505149786478643,0.5050925925925925,0.0126056749121764,-0.0923054070112893,0.4545454545454545,0.1363636363636363,0.1363636363636363
1193,1193,10,735,0.508843537414966,0.6204081632653061,317,130,3,0,5.1959183673469385,1,0,0,0,0,0,0,0,0.481329164662498,0.1811888728555395,0.9364035087719298,0.0635964912280701,0.9364035087719298,0.0635964912280701,0.1496642491099369,0.3484051036682616,-0.0229443996995793,-0.0923054070112893,0.0,0.0,0.0
1194,1194,5,198,0.5959595959595959,0.6363636363636364,90,128,4,0,5.252525252525253,1,0,0,0,0,0,0,0,0.4091818181818181,0.0571212121212121,0.873015873015873,0.1269841269841269,0.873015873015873,0.1269841269841269,0.1407055327149361,0.3233333333333333,-0.0345472873130866,-0.0923054070112893,0.1444444444444444,-0.0777777777777777,0.0777777777777777
1195,1195,9,243,0.6872427983539094,0.6502057613168725,129,127,4,0,4.7860082304526745,1,0,0,0,0,0,0,0,0.4821212121212121,0.280094696969697,0.930379746835443,0.0696202531645569,0.930379746835443,0.0696202531645569,0.1702135071449825,0.540530303030303,0.0233587852037049,-0.0923054070112893,0.0,0.0,0.0
1196,1196,9,195,0.6717948717948717,0.6615384615384615,102,130,3,0,5.394871794871795,1,0,0,0,0,0,0,0,0.1908730158730159,0.0789682539682539,0.8449612403100775,0.1550387596899224,0.8449612403100775,0.1550387596899224,0.1358712087107739,0.3233333333333333,-0.0072663333539956,-0.1583333333333333,0.0,-0.05,0.05
1197,1197,9,182,0.7032967032967034,0.5934065934065934,98,126,3,0,4.571428571428571,1,0,0,0,0,0,0,0,0.3619791666666667,0.2354166666666667,0.9074074074074074,0.0925925925925925,0.9074074074074074,0.0925925925925925,0.209575250713766,0.7458333333333333,0.0199277764116297,0.0,0.0,0.0,0.0
1198,1198,11,140,0.7071428571428572,0.5357142857142857,66,128,3,0,4.321428571428571,1,0,0,0,0,0,0,0,0.3451530612244898,0.1261904761904762,0.9066666666666666,0.0933333333333333,0.9066666666666666,0.0933333333333333,0.1353396898147517,0.3233333333333333,-0.0248613991050965,-0.0923054070112893,0.0666666666666666,0.0,0.0
1199,1199,7,120,0.775,0.6166666666666667,65,129,3,0,4.716666666666667,1,0,0,0,0,0,0,0,0.5105667060212514,-0.1487996851633215,0.7567567567567568,0.2432432432432432,0.7567567567567568,0.2432432432432432,0.1548345440840694,0.3272727272727272,-0.0358120700683089,-0.1325659189295552,0.8,0.45,0.45
1200,1200,9,321,0.5981308411214953,0.632398753894081,155,127,4,0,5.05607476635514,1,0,0,0,0,0,0,0,0.4236111111111111,0.0715277777777777,0.9507389162561576,0.0492610837438423,0.9507389162561576,0.0492610837438423,0.1296594252907841,0.3233333333333333,0.0228720644823586,-0.0371622740005092,0.3333333333333333,0.25,0.25
1201,1201,10,635,0.5338582677165354,0.6440944881889764,280,132,3,0,4.793700787401575,1,0,0,0,0,0,0,0,0.4048005148005147,0.0422683397683397,0.7921760391198044,0.2078239608801956,0.7921760391198044,0.2078239608801956,0.1400272544641496,0.3470588235294118,0.0126456185740494,-0.0923054070112893,0.9,-0.6,0.6
1202,1202,9,157,0.7388535031847133,0.5732484076433121,77,127,3,0,4.872611464968153,1,0,0,0,0,0,0,0,0.5911111111111111,0.3388888888888888,0.9333333333333332,0.0666666666666666,0.9333333333333332,0.0666666666666666,0.1801585615658254,0.3305555555555555,0.0168800110367043,-0.008030303030303,0.8333333333333334,0.1666666666666666,0.1666666666666666
1203,1203,8,187,0.7005347593582888,0.6203208556149733,103,129,4,0,5.368983957219252,0,1,0,0,0,0,0,0,0.3229166666666667,0.0572916666666666,0.8793103448275862,0.1206896551724138,0.8793103448275862,0.1206896551724138,0.1293592492995499,0.4,-0.0122122282427763,-0.3594696969696969,0.1,0.2,0.2
1204,1204,10,133,0.7293233082706767,0.6015037593984962,68,128,4,0,5.075187969924812,0,1,0,0,0,0,0,0,0.3623809523809524,0.1361904761904761,0.825,0.175,0.825,0.175,0.1331485390572006,0.2822348484848485,0.0064206293077948,-0.0923054070112893,0.2,0.05,0.05
1205,1205,7,640,0.5375,0.578125,284,130,3,0,4.8953125,1,0,0,0,0,0,0,0,0.4378636363636364,0.1782424242424242,0.945945945945946,0.054054054054054,0.945945945945946,0.054054054054054,0.1471061172338727,0.3470588235294118,0.0081974401191553,-0.1340277777777777,0.4545454545454545,0.1363636363636363,0.1363636363636363
1206,1206,8,148,0.7567567567567568,0.5675675675675675,79,125,3,0,4.972972972972973,0,1,0,0,0,0,0,0,0.3907738095238096,0.0173971861471861,0.7619047619047619,0.238095238095238,0.7619047619047619,0.238095238095238,0.1372432060364233,0.3233333333333333,-0.0139784075533861,-0.1531746031746031,0.65,0.0,0.0
1207,1207,9,872,0.4908256880733945,0.5722477064220184,359,139,3,0,4.935779816513762,1,0,0,0,0,0,0,0,0.4844808258870759,0.1134890572390572,0.8717434869739479,0.1282565130260521,0.8717434869739479,0.1282565130260521,0.1366026284545821,0.540530303030303,-0.004444362078614,-0.1531746031746031,0.8333333333333334,-0.3888888888888889,0.3888888888888889
1208,1208,12,99,0.797979797979798,0.5555555555555556,52,128,3,0,4.767676767676767,1,0,0,0,0,0,0,0,0.3982683982683982,0.3123376623376623,0.8363636363636363,0.1636363636363636,0.8363636363636363,0.1636363636363636,0.1627938000953245,0.3233333333333333,-0.0231561741865241,-0.0923054070112893,0.375,-0.125,0.125
1209,1209,10,483,0.5238095238095238,0.5838509316770186,201,138,3,0,4.87991718426501,1,0,0,0,0,0,0,0,0.3623638987275351,0.1116210809392627,0.9609929078014184,0.0390070921985815,0.9609929078014184,0.0390070921985815,0.1420828995475195,0.3272727272727272,0.0068330190378024,-0.0726190476190476,0.0,0.0,0.0
1210,1210,10,304,0.6052631578947368,0.5625,134,133,3,0,4.779605263157895,1,0,0,0,0,0,0,0,0.4204861111111111,0.1102430555555555,0.9473684210526316,0.0526315789473684,0.9473684210526316,0.0526315789473684,0.16320490725802,0.3470588235294118,-0.0040397127323534,-0.1583333333333333,0.0,0.0,0.0
1211,1211,7,659,0.5098634294385432,0.5614567526555387,266,135,3,0,5.0667678300455234,1,0,0,0,0,0,0,0,0.4628560606060605,0.0842532467532467,0.8189189189189189,0.1810810810810811,0.8189189189189189,0.1810810810810811,0.1325219481508448,0.4629999999999999,0.0027952692153242,-0.3594696969696969,0.0,0.0,0.0
1212,1212,10,260,0.5692307692307692,0.5576923076923077,104,127,5,0,4.580769230769231,1,0,0,0,0,0,0,0,0.4681313131313132,0.0364393939393939,0.8758620689655172,0.1241379310344827,0.8758620689655172,0.1241379310344827,0.1492398924616283,0.3233333333333333,0.0369749502152883,0.00625,0.4545454545454545,0.1363636363636363,0.1363636363636363
1213,1213,10,99,0.7575757575757576,0.5252525252525253,49,128,4,0,4.484848484848484,1,0,0,0,0,0,0,0,0.6755555555555556,0.2455555555555555,0.9423076923076924,0.0576923076923076,0.9423076923076924,0.0576923076923076,0.1565359322031511,0.3233333333333333,0.0195885021873164,0.0066666666666666,0.9,0.0999999999999999,0.0999999999999999
1214,1214,10,283,0.6219081272084805,0.6360424028268551,142,130,3,0,5.219081272084805,0,1,0,0,0,0,0,0,0.3695402298850575,0.0149425287356321,0.7277777777777777,0.2722222222222222,0.7277777777777777,0.2722222222222222,0.1668850341014273,0.3874999999999999,0.0193900243099107,-0.0598247081201626,0.2333333333333333,0.0666666666666666,0.0666666666666666
1215,1215,7,273,0.6483516483516484,0.5384615384615384,127,127,3,0,4.886446886446887,1,0,0,0,0,0,0,0,0.4220839345839345,0.0742424242424242,0.9387755102040816,0.0612244897959183,0.9387755102040816,0.0612244897959183,0.129702615897463,0.2654761904761905,-0.0022165833049827,-0.0923054070112893,0.0,0.0,0.0
1216,1216,7,1079,0.4198331788693234,0.5245597775718258,375,125,3,0,4.944392956441149,1,0,0,0,0,0,0,0,0.4806210602263234,0.1484873800663274,0.9169611307420494,0.0812720848056537,0.9185840707964602,0.0814159292035398,0.1450617359928378,0.3874999999999999,-0.0199978923915799,-0.1583333333333333,0.0,0.0,0.0
1217,1217,6,116,0.7413793103448276,0.5689655172413793,62,126,3,0,4.879310344827586,1,0,0,0,0,0,0,0,0.5936274509803922,0.2112745098039215,0.9090909090909092,0.0909090909090909,0.9090909090909092,0.0909090909090909,0.1575481185921577,0.3233333333333333,-0.010259233034112,-0.1531746031746031,0.0,0.0,0.0
1218,1218,10,645,0.5271317829457365,0.5767441860465117,278,139,3,0,5.164341085271317,0,1,0,0,0,0,0,0,0.3607389083579559,0.1070784374355802,0.9112903225806452,0.0887096774193548,0.9112903225806452,0.0887096774193548,0.1322633971232315,0.3233333333333333,-0.0032296545787925,-0.1583333333333333,0.0,0.0,0.0
1219,1219,10,926,0.5043196544276458,0.5809935205183585,389,142,3,0,4.883369330453564,1,0,0,0,0,0,0,0,0.5886635528214476,0.1617173615857826,0.9349442379182156,0.0650557620817843,0.9349442379182156,0.0650557620817843,0.1601694610960355,0.5050925925925925,-0.0005554930159782,-0.0923054070112893,0.0,0.0,0.0
1220,1220,9,233,0.6695278969957081,0.6437768240343348,118,135,4,0,5.23175965665236,1,0,0,0,0,0,0,0,1.0,0.55,0.96,0.04,0.96,0.04,0.2573966479911388,0.55,-0.01093477448671,-0.0923054070112893,0.0,0.0,0.0
1221,1221,8,367,0.5068119891008175,0.6539509536784741,154,127,3,0,5.801089918256131,1,0,0,0,0,0,0,0,0.5066666666666666,0.2052083333333333,0.9416666666666668,0.0583333333333333,0.9416666666666668,0.0583333333333333,0.1824372520143988,0.55,-0.0417778763485386,-0.140625,0.3,1.0,1.0
1222,1222,7,108,0.7222222222222222,0.5185185185185185,51,125,3,0,4.398148148148148,1,0,0,0,0,0,0,0,0.6118686868686869,0.2666666666666666,0.9107142857142856,0.0892857142857142,0.9107142857142856,0.0892857142857142,0.1957331273114828,0.4352272727272727,-0.0135140177283034,-0.0726190476190476,0.0,0.0,0.0
1223,1223,6,930,0.4827956989247312,0.5623655913978495,373,126,4,0,4.690322580645161,1,0,0,0,0,0,0,0,0.446117166563595,0.122506055452484,0.8967495219885278,0.1032504780114722,0.8967495219885278,0.1032504780114722,0.1398249827407505,0.4107142857142856,0.0090257333549754,-0.0726190476190476,0.85,0.625,0.625
1224,1224,9,90,0.8,0.6333333333333333,54,127,3,0,5.2444444444444445,1,0,0,0,0,0,0,0,0.3683862433862434,0.1287037037037036,0.8947368421052632,0.1052631578947368,0.8947368421052632,0.1052631578947368,0.1426277198064306,0.3120238095238095,-0.0187941948156831,-0.1222222222222222,0.7777777777777778,0.6444444444444445,0.6444444444444445
1225,1225,8,149,0.7114093959731543,0.6241610738255033,76,125,4,0,5.100671140939597,0,1,0,0,0,0,0,0,0.525,0.2,0.9247311827956988,0.075268817204301,0.9247311827956988,0.075268817204301,0.1814391890394988,0.540530303030303,-0.0091735684172658,-0.0923054070112893,0.0,0.0,0.0
1226,1226,7,1155,0.4666666666666667,0.5359307359307359,452,133,8,0,4.548917748917749,1,0,0,0,0,0,0,0,0.4474989296417867,0.0652026544883687,0.91437802907916,0.08562197092084,0.91437802907916,0.08562197092084,0.1423432393306346,0.5050925925925925,-0.001428941641591,-0.0923054070112893,0.6666666666666666,-0.6999999999999998,0.6999999999999998
1227,1227,10,85,0.8235294117647058,0.6705882352941176,52,128,3,0,4.588235294117647,1,0,0,0,0,0,0,0,0.4949999999999999,0.1772727272727272,0.912280701754386,0.087719298245614,0.912280701754386,0.087719298245614,0.1716113120413669,0.59375,-0.0242661435786435,-0.1042857142857142,0.5,0.5,0.5
1228,1228,6,229,0.6244541484716157,0.6375545851528385,113,129,3,0,5.165938864628821,1,0,0,0,0,0,0,0,0.3814772727272727,0.1865530303030303,0.9178082191780822,0.0821917808219178,0.9178082191780822,0.0821917808219178,0.1704207963079013,0.5050925925925925,-0.0103370954507508,-0.0923054070112893,0.0666666666666666,0.0333333333333333,0.0333333333333333
1229,1229,8,731,0.5143638850889193,0.5786593707250342,309,127,3,0,4.6593707250342,1,0,0,0,0,0,0,0,0.4605968414301746,0.1173301610206372,0.9148936170212766,0.0851063829787234,0.9148936170212766,0.0851063829787234,0.1392986638672419,0.43125,-0.002755546828837,-0.1594444444444444,0.8333333333333334,0.4333333333333333,0.4333333333333333
1230,1230,8,143,0.6783216783216783,0.5664335664335665,67,127,3,0,4.79020979020979,1,0,0,0,0,0,0,0,0.5708333333333333,0.1339285714285714,0.9506172839506172,0.0493827160493827,0.9506172839506172,0.0493827160493827,0.1425306681840673,0.2933253340862037,0.0317161522052826,0.0078282828282828,0.0,0.0,0.0
1231,1231,10,299,0.5785953177257525,0.5986622073578596,130,128,4,0,4.321070234113712,1,0,0,0,0,0,0,0,0.5282064834390414,0.1903805496828752,0.9162011173184358,0.0837988826815642,0.9162011173184358,0.0837988826815642,0.1557306641728561,0.3874999999999999,-0.0182722175455331,-0.1531746031746031,0.3333333333333333,0.1666666666666666,0.1666666666666666
1232,1232,8,354,0.5903954802259888,0.5734463276836158,162,131,4,0,4.533898305084746,1,0,0,0,0,0,0,0,0.4655297564388473,0.1541683064410337,0.9359605911330048,0.064039408866995,0.9359605911330048,0.064039408866995,0.1582635021518061,0.3233333333333333,0.0186653600989759,-0.0099582560296846,0.5,0.6,0.6
1233,1233,11,204,0.6568627450980392,0.6470588235294118,108,127,3,0,5.269607843137255,1,0,0,0,0,0,0,0,0.2833333333333333,0.2099999999999999,0.9621212121212122,0.0378787878787878,0.9621212121212122,0.0378787878787878,0.1574733780156559,0.3233333333333333,0.0044694092283378,-0.0216666666666666,0.0,0.0,0.0
1234,1234,9,365,0.6657534246575343,0.6547945205479452,198,140,3,0,5.517808219178082,1,0,0,0,0,0,0,0,0.3644416099773241,0.1253117913832199,0.9205020920502092,0.0794979079497908,0.9205020920502092,0.0794979079497908,0.1467102920981518,0.4629999999999999,-0.0161491582589818,-0.1531746031746031,0.8,0.4,0.4
1235,1235,11,547,0.4369287020109689,0.6087751371115173,197,130,3,0,5.045703839122487,1,0,0,0,0,0,0,0,0.2824975103144116,0.0003556693697538,0.7237237237237237,0.2762762762762762,0.7237237237237237,0.2762762762762762,0.1385546802985077,0.3233333333333333,0.0095695481505487,-0.1045698924731182,0.0,0.0,0.0
1236,1236,9,458,0.537117903930131,0.5655021834061136,192,126,4,0,5.1943231441048034,1,0,0,0,0,0,0,0,0.5261351052048726,0.1319878183831672,0.9073359073359072,0.0926640926640926,0.9073359073359072,0.0926640926640926,0.1376060684322753,0.3272727272727272,0.0089178957556269,-0.1583333333333333,0.0,0.0,0.0
1237,1237,5,168,0.6964285714285714,0.6845238095238095,92,138,3,0,5.238095238095238,1,0,0,0,0,0,0,0,0.2967532467532467,0.1109307359307359,0.8608695652173913,0.1391304347826087,0.8608695652173913,0.1391304347826087,0.1399993276220096,0.3233333333333333,0.008963480058258,-0.0726190476190476,0.0,0.0,0.0
1238,1238,8,895,0.4703910614525139,0.582122905027933,352,138,3,0,4.997765363128492,1,0,0,0,0,0,0,0,0.4739840347069262,0.1913991029051269,0.9539347408829176,0.0460652591170825,0.9539347408829176,0.0460652591170825,0.1519379624321551,0.4333333333333333,0.0034897901119186,-0.0923054070112893,0.0,0.0,0.0
1239,1239,9,72,0.8472222222222222,0.5555555555555556,39,126,3,0,4.819444444444445,1,0,0,0,0,0,0,0,0.4312499999999999,0.18125,0.875,0.125,0.875,0.125,0.1605411741656637,0.3888888888888889,-0.0453417116766961,-0.0923054070112893,0.0,0.0,0.0
